1	0.00000335
1.1	0.00000350
1.2	0.00000365
1.3	0.00000379
1.4	0.00000392
1.5	0.00000406
1.6	0.00000420
1.7	0.00000434
1.8	0.00000448
1.9	0.00000461
2	0.00000474
2.1	0.00000488
2.2	0.00000501
2.3	0.00000514
2.4	0.00000527
2.5	0.00000540
2.6	0.00000553
2.7	0.00000566
2.8	0.00000580
2.9	0.00000593
3	0.00000604
3.1	0.00000617
3.2	0.00000630
3.3	0.00000643
3.4	0.00000657
3.5	0.00000669
3.6	0.00000682
3.7	0.00000693
3.8	0.00000710
3.9	0.00000730
4	0.00000730
4.1	0.00000750
4.2	0.00000760
4.3	0.00000770
4.4	0.00000790
4.5	0.00000800
4.6	0.00000810
4.7	0.00000820
4.8	0.00000840
4.9	0.00000850
5	0.00000860
5.1	0.00000870
5.2	0.00000890
5.3	0.00000900
5.4	0.00000910
5.5	0.00000920
5.6	0.00000940
5.7	0.00000950
5.8	0.00000960
5.9	0.00000970
6	0.00000990
6.1	0.00001000
6.2	0.00001010
6.3	0.00001020
6.4	0.00001030
6.5	0.00001050
6.6	0.00001060
6.7	0.00001070
6.8	0.00001090
6.9	0.00001090
7	0.00001110
7.1	0.00001120
7.2	0.00001130
7.3	0.00001150
7.4	0.00001160
7.5	0.00001170
7.6	0.00001180
7.7	0.00001190
7.8	0.00001210
7.9	0.00001220
8	0.00001230
8.1	0.00001240
8.2	0.00001250
8.3	0.00001270
8.4	0.00001270
8.5	0.00001290
8.6	0.00001310
8.7	0.00001310
8.8	0.00001330
8.9	0.00001340
9	0.00001350
9.1	0.00001360
9.2	0.00001380
9.3	0.00001390
9.4	0.00001400
9.5	0.00001410
9.6	0.00001420
9.7	0.00001440
9.8	0.00001450
9.9	0.00001460
10	0.00001470
10.1	0.00001490
10.2	0.00001500
10.3	0.00001510
10.4	0.00001520
10.5	0.00001530
10.6	0.00001540
10.7	0.00001550
10.8	0.00001570
10.9	0.00001580
11	0.00001590
11.1	0.00001610
11.2	0.00001620
11.3	0.00001630
11.4	0.00001640
11.5	0.00001660
11.6	0.00001670
11.7	0.00001680
11.8	0.00001690
11.9	0.00001700
12	0.00001710
12.1	0.00001730
12.2	0.00001740
12.3	0.00001750
12.4	0.00001760
12.5	0.00001780
12.6	0.00001790
12.7	0.00001800
12.8	0.00001810
12.9	0.00001820
13	0.00001830
13.1	0.00001850
13.2	0.00001860
13.3	0.00001870
13.4	0.00001880
13.5	0.00001890
13.6	0.00001920
13.7	0.00001920
13.8	0.00001930
13.9	0.00001940
14	0.00001950
14.1	0.00001970
14.2	0.00001970
14.3	0.00001990
14.4	0.00002000
14.5	0.00002010
14.6	0.00002020
14.7	0.00002040
14.8	0.00002050
14.9	0.00002060
15	0.00002070
15.1	0.00002080
15.2	0.00002100
15.3	0.00002110
15.4	0.00002120
15.5	0.00002150
15.6	0.00002170
15.7	0.00002180
15.8	0.00002180
15.9	0.00002190
16	0.00002210
16.1	0.00002220
16.2	0.00002230
16.3	0.00002240
16.4	0.00002250
16.5	0.00002260
16.6	0.00002270
16.7	0.00002280
16.8	0.00002300
16.9	0.00002310
17	0.00002330
17.1	0.00002340
17.2	0.00002350
17.3	0.00002360
17.4	0.00002370
17.5	0.00002390
17.6	0.00002410
17.7	0.00002430
17.8	0.00002440
17.9	0.00002440
18	0.00002450
18.1	0.00002460
18.2	0.00002460
18.3	0.00002470
18.4	0.00002480
18.5	0.00002490
18.6	0.00002500
18.7	0.00002520
18.8	0.00002540
18.9	0.00002580
19	0.00002650
19.1	0.00002670
19.2	0.00002680
19.3	0.00002720
19.4	0.00002740
19.5	0.00002730
19.6	0.00002730
19.7	0.00002790
19.8	0.00002800
19.9	0.00002780
20	0.00002780
20.1	0.00002800
20.2	0.00002850
20.3	0.00003030
20.4	0.00003350
20.5	0.00003100
20.6	0.00002990
20.7	0.00002990
20.8	0.00003040
20.9	0.00003090
21	0.00003150
21.1	0.00003260
21.2	0.00003380
21.3	0.00003370
21.4	0.00003260
21.5	0.00003170
21.6	0.00003260
21.7	0.00003170
21.8	0.00003170
21.9	0.00003360
22	0.00003720
22.1	0.00003420
22.2	0.00003210
22.3	0.00003270
22.4	0.00003360
22.5	0.00003290
22.6	0.00003210
22.7	0.00003180
22.8	0.00003160
22.9	0.00003170
23	0.00003170
23.1	0.00003190
23.2	0.00003210
23.3	0.00003240
23.4	0.00003280
23.5	0.00003330
23.6	0.00003390
23.7	0.00003400
23.8	0.00003390
23.9	0.00003360
24	0.00003300
24.1	0.00003270
24.2	0.00003340
24.3	0.00003310
24.4	0.00003290
24.5	0.00003270
24.6	0.00003300
24.7	0.00003320
24.8	0.00003320
24.9	0.00003320
25	0.00003330
25.1	0.00003360
25.2	0.00003400
25.3	0.00003420
25.4	0.00003420
25.5	0.00003420
25.6	0.00003440
25.7	0.00003450
25.8	0.00003450
25.9	0.00003490
26	0.00003460
26.1	0.00003460
26.2	0.00003460
26.3	0.00003470
26.4	0.00003480
26.5	0.00003500
26.6	0.00003510
26.7	0.00003550
26.8	0.00003570
26.9	0.00003580
27	0.00003580
27.1	0.00003580
27.2	0.00003580
27.3	0.00003590
27.4	0.00003620
27.5	0.00003650
27.6	0.00003670
27.7	0.00003670
27.8	0.00003670
27.9	0.00003670
28	0.00003680
28.1	0.00003690
28.2	0.00003690
28.3	0.00003690
28.4	0.00003710
28.5	0.00003710
28.6	0.00003720
28.7	0.00003730
28.8	0.00003740
28.9	0.00003770
29	0.00003780
29.1	0.00003800
29.2	0.00003820
29.3	0.00003830
29.4	0.00003830
29.5	0.00003840
29.6	0.00003840
29.7	0.00003860
29.8	0.00003870
29.9	0.00003890
30	0.00003900
30.1	0.00003910
30.2	0.00003920
30.3	0.00003940
30.4	0.00003940
30.5	0.00003940
30.6	0.00003950
30.7	0.00003960
30.8	0.00003970
30.9	0.00004000
31	0.00004030
31.1	0.00004030
31.2	0.00004040
31.3	0.00004060
31.4	0.00004060
31.5	0.00004080
31.6	0.00004090
31.7	0.00004090
31.8	0.00004100
31.9	0.00004110
32	0.00004120
32.1	0.00004130
32.2	0.00004150
32.3	0.00004160
32.4	0.00004180
32.5	0.00004210
32.6	0.00004210
32.7	0.00004220
32.8	0.00004210
32.9	0.00004250
33	0.00004240
33.1	0.00004270
33.2	0.00004300
33.3	0.00004290
33.4	0.00004300
33.5	0.00004320
33.6	0.00004340
33.7	0.00004350
33.8	0.00004370
33.9	0.00004380
34	0.00004380
34.1	0.00004400
34.2	0.00004410
34.3	0.00004420
34.4	0.00004430
34.5	0.00004450
34.6	0.00004470
34.7	0.00004480
34.8	0.00004490
34.9	0.00004510
35	0.00004530
35.1	0.00004550
35.2	0.00004570
35.3	0.00004570
35.4	0.00004560
35.5	0.00004560
35.6	0.00004580
35.7	0.00004580
35.8	0.00004590
35.9	0.00004610
36	0.00004620
36.1	0.00004630
36.2	0.00004630
36.3	0.00004650
36.4	0.00004660
36.5	0.00004670
36.6	0.00004690
36.7	0.00004700
36.8	0.00004720
36.9	0.00004720
37	0.00004740
37.1	0.00004750
37.2	0.00004770
37.3	0.00004790
37.4	0.00004820
37.5	0.00004840
37.6	0.00004850
37.7	0.00004890
37.8	0.00004900
37.9	0.00004890
38	0.00004920
38.1	0.00004920
38.2	0.00004940
38.3	0.00004990
38.4	0.00004990
38.5	0.00005000
38.6	0.00005010
38.7	0.00005040
38.8	0.00005040
38.9	0.00005030
39	0.00005040
39.1	0.00005050
39.2	0.00005060
39.3	0.00005100
39.4	0.00005110
39.5	0.00005140
39.6	0.00005200
39.7	0.00005200
39.8	0.00005200
39.9	0.00005200
40	0.00005200
40.1	0.00005300
40.2	0.00005300
40.3	0.00005300
40.4	0.00005300
40.5	0.00005400
40.6	0.00005400
40.7	0.00005400
40.8	0.00005400
40.9	0.00005300
41	0.00005300
41.1	0.00005300
41.2	0.00005300
41.3	0.00005400
41.4	0.00005500
41.5	0.00005500
41.6	0.00005400
41.7	0.00005400
41.8	0.00005500
41.9	0.00005600
42	0.00005700
42.1	0.00005800
42.2	0.00005800
42.3	0.00006000
42.4	0.00006100
42.5	0.00006400
42.6	0.00006300
42.7	0.00006000
42.8	0.00006300
42.9	0.00006100
43	0.00006200
43.1	0.00006200
43.2	0.00006200
43.3	0.00006300
43.4	0.00006400
43.5	0.00006300
43.6	0.00006300
43.7	0.00006200
43.8	0.00006200
43.9	0.00006200
44	0.00006400
44.1	0.00006500
44.2	0.00006600
44.3	0.00006700
44.4	0.00006800
44.5	0.00006900
44.6	0.00007000
44.7	0.00007000
44.8	0.00006700
44.9	0.00006400
