1	0.00000332			
1.1	0.00000346			
1.2	0.00000361			
1.3	0.00000376			
1.4	0.00000391			
1.5	0.00000404			
1.6	0.00000419			
1.7	0.00000431			
1.8	0.00000445			
1.9	0.00000458			
2	0.00000472			
2.1	0.00000485			
2.2	0.00000498			
2.3	0.00000511			
2.4	0.00000524			
2.5	0.00000538			
2.6	0.00000552			
2.7	0.00000562			
2.8	0.00000576			
2.9	0.00000589			
3	0.00000603			
3.1	0.00000616			
3.2	0.00000628			
3.3	0.00000639			
3.4	0.00000654			
3.5	0.00000666			
3.6	0.00000677			
3.7	0.00000692			
3.8	0.00000710			
3.9	0.00000720			
4	0.00000730			
4.1	0.00000740			
4.2	0.00000760			
4.3	0.00000770			
4.4	0.00000790			
4.5	0.00000780			
4.6	0.00000810			
4.7	0.00000820			
4.8	0.00000830			
4.9	0.00000850			
5	0.00000860			
5.1	0.00000870			
5.2	0.00000890			
5.3	0.00000900			
5.4	0.00000910			
5.5	0.00000920			
5.6	0.00000930			
5.7	0.00000950			
5.8	0.00000960			
5.9	0.00000970			
6	0.00000980			
6.1	0.00001000			
6.2	0.00001000			
6.3	0.00001020			
6.4	0.00001030			
6.5	0.00001040			
6.6	0.00001050			
6.7	0.00001070			
6.8	0.00001080			
6.9	0.00001090			
7	0.00001110			
7.1	0.00001120			
7.2	0.00001130			
7.3	0.00001140			
7.4	0.00001150			
7.5	0.00001170			
7.6	0.00001180			
7.7	0.00001190			
7.8	0.00001200			
7.9	0.00001220			
8	0.00001230			
8.1	0.00001240			
8.2	0.00001250			
8.3	0.00001260			
8.4	0.00001280			
8.5	0.00001290			
8.6	0.00001300			
8.7	0.00001310			
8.8	0.00001320			
8.9	0.00001340			
9	0.00001350			
9.1	0.00001360			
9.2	0.00001370			
9.3	0.00001380			
9.4	0.00001400			
9.5	0.00001410			
9.6	0.00001420			
9.7	0.00001430			
9.8	0.00001440			
9.9	0.00001460			
10	0.00001470			
10.1	0.00001480			
10.2	0.00001490			
10.3	0.00001500			
10.4	0.00001520			
10.5	0.00001530			
10.6	0.00001540			
10.7	0.00001550			
10.8	0.00001560			
10.9	0.00001580			
11	0.00001590			
11.1	0.00001600			
11.2	0.00001610			
11.3	0.00001630			
11.4	0.00001630			
11.5	0.00001650			
11.6	0.00001660			
11.7	0.00001670			
11.8	0.00001680			
11.9	0.00001700			
12	0.00001710			
12.1	0.00001720			
12.2	0.00001730			
12.3	0.00001750			
12.4	0.00001760			
12.5	0.00001770			
12.6	0.00001780			
12.7	0.00001800			
12.8	0.00001810			
12.9	0.00001820			
13	0.00001830			
13.1	0.00001840			
13.2	0.00001850			
13.3	0.00001860			
13.4	0.00001870			
13.5	0.00001890			
13.6	0.00001900			
13.7	0.00001910			
13.8	0.00001920			
13.9	0.00001940			
14	0.00001950			
14.1	0.00001960			
14.2	0.00001970			
14.3	0.00001990			
14.4	0.00002000			
14.5	0.00002000			
14.6	0.00002020			
14.7	0.00002030			
14.8	0.00002040			
14.9	0.00002060			
15	0.00002070			
15.1	0.00002080			
15.2	0.00002090			
15.3	0.00002100			
15.4	0.00002120			
15.5	0.00002130			
15.6	0.00002150			
15.7	0.00002160			
15.8	0.00002180			
15.9	0.00002190			
16	0.00002210			
16.1	0.00002220			
16.2	0.00002230			
16.3	0.00002230			
16.4	0.00002240			
16.5	0.00002250			
16.6	0.00002260			
16.7	0.00002290			
16.8	0.00002300			
16.9	0.00002310			
17	0.00002330			
17.1	0.00002330			
17.2	0.00002330			
17.3	0.00002340			
17.4	0.00002360			
17.5	0.00002380			
17.6	0.00002390			
17.7	0.00002400			
17.8	0.00002410			
17.9	0.00002420			
18	0.00002430			
18.1	0.00002440			
18.2	0.00002440			
18.3	0.00002450			
18.4	0.00002470			
18.5	0.00002480			
18.6	0.00002490			
18.7	0.00002510			
18.8	0.00002520			
18.9	0.00002550			
19	0.00002590			
19.1	0.00002590			
19.2	0.00002610			
19.3	0.00002640			
19.4	0.00002690			
19.5	0.00002680			
19.6	0.00002680			
19.7	0.00002740			
19.8	0.00002750			
19.9	0.00002720			
20	0.00002720			
20.1	0.00002730			
20.2	0.00002830			
20.3	0.00003000			
20.4	0.00003100			
20.5	0.00003160			
20.6	0.00003110			
20.7	0.00003010			
20.8	0.00002970			
20.9	0.00003010			
21	0.00003110			
21.1	0.00003280			
21.2	0.00003440			
21.3	0.00003460			
21.4	0.00003300			
21.5	0.00003150			
21.6	0.00003190			
21.7	0.00003150			
21.8	0.00003210			
21.9	0.00003490			
22	0.00003730			
22.1	0.00003480			
22.2	0.00003260			
22.3	0.00003340			
22.4	0.00003440			
22.5	0.00003300			
22.6	0.00003220			
22.7	0.00003170			
22.8	0.00003150			
22.9	0.00003160			
23	0.00003200			
23.1	0.00003280			
23.2	0.00003350			
23.3	0.00003330			
23.4	0.00003340			
23.5	0.00003370			
23.6	0.00003440			
23.7	0.00003480			
23.8	0.00003430			
23.9	0.00003340			
24	0.00003300			
24.1	0.00003280			
24.2	0.00003340			
24.3	0.00003290			
24.4	0.00003270			
24.5	0.00003280			
24.6	0.00003310			
24.7	0.00003320			
24.8	0.00003310			
24.9	0.00003310			
25	0.00003340			
25.1	0.00003370			
25.2	0.00003420			
25.3	0.00003430			
25.4	0.00003410			
25.5	0.00003410			
25.6	0.00003420			
25.7	0.00003420			
25.8	0.00003430			
25.9	0.00003470			
26	0.00003460			
26.1	0.00003450			
26.2	0.00003460			
26.3	0.00003470			
26.4	0.00003480			
26.5	0.00003500			
26.6	0.00003530			
26.7	0.00003550			
26.8	0.00003580			
26.9	0.00003570			
27	0.00003560			
27.1	0.00003560			
27.2	0.00003570			
27.3	0.00003600			
27.4	0.00003600			
27.5	0.00003640			
27.6	0.00003670			
27.7	0.00003670			
27.8	0.00003660			
27.9	0.00003660			
28	0.00003670			
28.1	0.00003670			
28.2	0.00003670			
28.3	0.00003690			
28.4	0.00003700			
28.5	0.00003700			
28.6	0.00003710			
28.7	0.00003720			
28.8	0.00003740			
28.9	0.00003750			
29	0.00003780			
29.1	0.00003790			
29.2	0.00003810			
29.3	0.00003800			
29.4	0.00003810			
29.5	0.00003810			
29.6	0.00003830			
29.7	0.00003840			
29.8	0.00003850			
29.9	0.00003860			
30	0.00003880			
30.1	0.00003900			
30.2	0.00003910			
30.3	0.00003930			
30.4	0.00003930			
30.5	0.00003930			
30.6	0.00003940			
30.7	0.00003950			
30.8	0.00003960			
30.9	0.00004000			
31	0.00004000			
31.1	0.00004010			
31.2	0.00004020			
31.3	0.00004030			
31.4	0.00004040			
31.5	0.00004050			
31.6	0.00004060			
31.7	0.00004060			
31.8	0.00004070			
31.9	0.00004090			
32	0.00004100			
32.1	0.00004120			
32.2	0.00004120			
32.3	0.00004150			
32.4	0.00004170			
32.5	0.00004190			
32.6	0.00004200			
32.7	0.00004200			
32.8	0.00004200			
32.9	0.00004220			
33	0.00004230			
33.1	0.00004250			
33.2	0.00004270			
33.3	0.00004270			
33.4	0.00004280			
33.5	0.00004310			
33.6	0.00004340			
33.7	0.00004350			
33.8	0.00004360			
33.9	0.00004360			
34	0.00004370			
34.1	0.00004380			
34.2	0.00004410			
34.3	0.00004420			
34.4	0.00004430			
34.5	0.00004440			
34.6	0.00004450			
34.7	0.00004460			
34.8	0.00004480			
34.9	0.00004490			
35	0.00004510			
35.1	0.00004510			
35.2	0.00004520			
35.3	0.00004530			
35.4	0.00004530			
35.5	0.00004530			
35.6	0.00004560			
