1	0.00000322
1.1	0.00000337
1.2	0.00000350
1.3	0.00000362
1.4	0.00000375
1.5	0.00000389
1.6	0.00000402
1.7	0.00000413
1.8	0.00000426
1.9	0.00000439
2	0.00000451
2.1	0.00000463
2.2	0.00000476
2.3	0.00000488
2.4	0.00000499
2.5	0.00000514
2.6	0.00000525
2.7	0.00000536
2.8	0.00000549
2.9	0.00000559
3	0.00000572
3.1	0.00000585
3.2	0.00000599
3.3	0.00000606
3.4	0.00000621
3.5	0.00000631
3.6	0.00000645
3.7	0.00000655
3.8	0.00000666
3.9	0.00000680
4	0.00000690
4.1	0.00000710
4.2	0.00000720
4.3	0.00000730
4.4	0.00000740
4.5	0.00000740
4.6	0.00000760
4.7	0.00000780
4.8	0.00000790
4.9	0.00000800
5	0.00000810
5.1	0.00000820
5.2	0.00000830
5.3	0.00000840
5.4	0.00000860
5.5	0.00000870
5.6	0.00000880
5.7	0.00000890
5.8	0.00000900
5.9	0.00000910
6	0.00000920
6.1	0.00000940
6.2	0.00000940
6.3	0.00000960
6.4	0.00000970
6.5	0.00000980
6.6	0.00001000
6.7	0.00001000
6.8	0.00001020
6.9	0.00001030
7	0.00001040
7.1	0.00001050
7.2	0.00001060
7.3	0.00001080
7.4	0.00001090
7.5	0.00001100
7.6	0.00001110
7.7	0.00001120
7.8	0.00001130
7.9	0.00001140
8	0.00001160
8.1	0.00001170
8.2	0.00001170
8.3	0.00001190
8.4	0.00001200
8.5	0.00001210
8.6	0.00001220
8.7	0.00001230
8.8	0.00001250
8.9	0.00001260
9	0.00001270
9.1	0.00001280
9.2	0.00001290
9.3	0.00001300
9.4	0.00001310
9.5	0.00001330
9.6	0.00001330
9.7	0.00001350
9.8	0.00001360
9.9	0.00001370
10	0.00001380
10.1	0.00001390
10.2	0.00001410
10.3	0.00001410
10.4	0.00001430
10.5	0.00001440
10.6	0.00001450
10.7	0.00001460
10.8	0.00001470
10.9	0.00001480
11	0.00001490
11.1	0.00001510
11.2	0.00001520
11.3	0.00001530
11.4	0.00001540
11.5	0.00001550
11.6	0.00001570
11.7	0.00001580
11.8	0.00001590
11.9	0.00001600
12	0.00001610
12.1	0.00001620
12.2	0.00001630
12.3	0.00001640
12.4	0.00001660
12.5	0.00001670
12.6	0.00001680
12.7	0.00001690
12.8	0.00001700
12.9	0.00001710
13	0.00001720
13.1	0.00001740
13.2	0.00001750
13.3	0.00001760
13.4	0.00001760
13.5	0.00001780
13.6	0.00001790
13.7	0.00001800
13.8	0.00001810
13.9	0.00001830
14	0.00001830
14.1	0.00001840
14.2	0.00001860
14.3	0.00001870
14.4	0.00001880
14.5	0.00001890
14.6	0.00001910
14.7	0.00001910
14.8	0.00001920
14.9	0.00001930
15	0.00001950
15.1	0.00001950
15.2	0.00001970
15.3	0.00001980
15.4	0.00002000
15.5	0.00002010
15.6	0.00002040
15.7	0.00002060
15.8	0.00002050
15.9	0.00002060
16	0.00002080
16.1	0.00002090
16.2	0.00002110
16.3	0.00002110
16.4	0.00002120
16.5	0.00002130
16.6	0.00002140
16.7	0.00002150
16.8	0.00002170
16.9	0.00002190
17	0.00002210
17.1	0.00002220
17.2	0.00002230
17.3	0.00002220
17.4	0.00002230
17.5	0.00002240
17.6	0.00002250
17.7	0.00002260
17.8	0.00002260
17.9	0.00002270
18	0.00002280
18.1	0.00002300
18.2	0.00002310
18.3	0.00002320
18.4	0.00002330
18.5	0.00002340
18.6	0.00002350
18.7	0.00002360
18.8	0.00002380
18.9	0.00002400
19	0.00002430
19.1	0.00002460
19.2	0.00002500
19.3	0.00002500
19.4	0.00002490
19.5	0.00002490
19.6	0.00002500
19.7	0.00002550
19.8	0.00002550
19.9	0.00002530
20	0.00002530
20.1	0.00002540
20.2	0.00002580
20.3	0.00002670
20.4	0.00002810
20.5	0.00002920
20.6	0.00002870
20.7	0.00002780
20.8	0.00002740
20.9	0.00002750
21	0.00002810
21.1	0.00002990
21.2	0.00003140
21.3	0.00003310
21.4	0.00003310
21.5	0.00003070
21.6	0.00002980
21.7	0.00003000
21.8	0.00003050
21.9	0.00003230
22	0.00003560
22.1	0.00003700
22.2	0.00003280
22.3	0.00003370
22.4	0.00003440
22.5	0.00003210
22.6	0.00003090
22.7	0.00003050
22.8	0.00003040
22.9	0.00003080
23	0.00003130
23.1	0.00003230
23.2	0.00003290
23.3	0.00003340
23.4	0.00003450
23.5	0.00003530
23.6	0.00003490
